Last updated: 2025-10-23 08:16
Bitcoin: 3QjWqhQbHdHgWeYHTpmorP8Pe1wgDjJy54


ETH address: 0x01d23570c34A78380452A4BE9C95bAe439719bAf


+------+-------------------------------------+-------------+
|      | github_username                     |   CVE_count |
| 2934 | FDlucifer                           |           2 |
| 2935 | Lucky-lm                            |           2 |
| 2936 | takeshixx                           |           2 |
| 2937 | LeadroyaL                           |           2 |
| 2938 | spbavarva                           |           2 |
| 2939 | Esonhugh                            |           2 |
| 2940 | sohaibeb                            |           2 |
| 2941 | EstamelGG                           |           2 |
| 2942 | HuangYanQwQ                         |           2 |
| 2943 | th3-5had0w                          |           2 |
| 2944 | tausifzaman                         |           2 |
| 2945 | smallpiggy                          |           2 |
| 2946 | vpereira                            |           2 |
| 2947 | toshithh                            |           2 |
| 2948 | talbeerysec                         |           2 |
| 2949 | MAHajian                            |           2 |
| 2950 | sophoslabs                          |           2 |
| 2951 | talsim                              |           2 |
| 2952 | AdnanApriliyansyahh                 |           2 |
| 2953 | IanSmith123                         |           2 |
| 2954 | AnastasiaStill                      |           2 |
| 2955 | Iris288                             |           2 |
| 2956 | www201001                           |           2 |
| 2957 | AzureADTrent                        |           2 |
| 2958 | scanfsec                            |           2 |
| 2959 | sl4cky                              |           2 |
| 2960 | IMHarman                            |           2 |
| 2961 | Fatalitysec                         |           2 |
| 2962 | FloatingGuy                         |           2 |
| 2963 | ttsite                              |           2 |
| 2964 | savsch                              |           2 |
| 2965 | tpt11fb                             |           2 |
| 2966 | sbani                               |           2 |
| 2967 | BJLIYANLIANG                        |           2 |
| 2968 | Arrnitage                           |           2 |
| 2969 | xbufu                               |           2 |
| 2970 | JBalanza                            |           2 |
| 2971 | GYLQ                                |           2 |
| 2972 | LayarKacaSiber                      |           2 |
| 2973 | Contrast-Security-OSS               |           2 |
| 2974 | Iamgublin                           |           2 |
| 2975 | san8383                             |           2 |
| 2976 | ComplianceControl                   |           2 |
